frequency,sensitivity
4780.8,-177.4
4791.8,-177.4
4802.9,-177.4
4813.9,-177.4
4825.0,-177.4
4836.2,-177.4
4847.3,-177.4
4858.5,-177.4
4869.7,-177.4
4880.9,-177.4
4892.2,-177.4
4903.4,-177.4
4914.7,-177.4
4926.1,-177.4
4937.4,-177.4
4948.8,-177.4
4960.2,-177.4
4971.6,-177.4
4983.1,-177.4
4994.6,-177.4
5006.1,-177.4
5017.6,-177.4
5029.2,-177.4
5040.8,-177.4
5052.4,-177.4
5064.1,-177.4
5075.7,-177.4
5087.4,-177.4
5099.2,-177.4
5110.9,-177.4
5122.7,-177.4
5134.5,-177.3
5146.4,-177.3
5158.2,-177.3
5170.1,-177.3
5182.0,-177.3
5194.0,-177.3
5206.0,-177.3
5218.0,-177.3
5230.0,-177.3
5242.0,-177.3
5254.1,-177.3
5266.2,-177.3
5278.4,-177.3
5290.5,-177.3
5302.7,-177.3
5315.0,-177.3
5327.2,-177.3
5339.5,-177.3
5351.8,-177.3
5364.1,-177.3
5376.5,-177.3
5388.9,-177.3
5401.3,-177.3
5413.8,-177.3
5426.3,-177.3
5438.8,-177.3
5451.3,-177.3
5463.9,-177.3
5476.5,-177.3
5489.1,-177.3
5501.7,-177.3
5514.4,-177.3
5527.1,-177.3
5539.9,-177.3
5552.6,-177.3
5565.4,-177.3
5578.3,-177.3
5591.1,-177.3
5604.0,-177.3
5616.9,-177.3
5629.9,-177.3
5642.9,-177.3
5655.9,-177.3
5668.9,-177.3
5682.0,-177.3
5695.1,-177.3
5708.2,-177.3
5721.4,-177.3
5734.6,-177.3
5747.8,-177.3
5761.0,-177.3
5774.3,-177.3
5787.6,-177.3
5801.0,-177.3
5814.3,-177.3
5827.7,-177.3
5841.2,-177.3
5854.6,-177.3
5868.1,-177.3
5881.7,-177.3
5895.2,-177.3
5908.8,-177.3
5922.4,-177.3
5936.1,-177.3
5949.8,-177.3
5963.5,-177.3
5977.2,-177.3
5991.0,-177.3
6004.8,-177.3
6018.7,-177.2
6032.5,-177.2
6046.4,-177.2
6060.4,-177.2
6074.4,-177.2
6088.4,-177.2
6102.4,-177.2
6116.5,-177.2
6130.6,-177.2
6144.7,-177.2
6158.9,-177.2
6173.1,-177.2
6187.3,-177.2
6201.5,-177.2
6215.8,-177.2
6230.2,-177.2
6244.5,-177.2
6258.9,-177.2
6273.4,-177.2
6287.8,-177.2
6302.3,-177.2
6316.8,-177.2
6331.4,-177.2
6346.0,-177.2
6360.6,-177.2
6375.3,-177.2
6390.0,-177.2
6404.7,-177.2
6419.5,-177.2
6434.3,-177.2
6449.1,-177.2
6464.0,-177.2
6478.9,-177.2
6493.8,-177.2
6508.8,-177.2
6523.8,-177.2
6538.8,-177.2
6553.9,-177.2
6569.0,-177.2
6584.2,-177.2
6599.3,-177.2
6614.5,-177.2
6629.8,-177.2
6645.1,-177.2
6660.4,-177.2
6675.7,-177.2
6691.1,-177.2
6706.6,-177.2
6722.0,-177.2
6737.5,-177.2
6753.1,-177.2
6768.6,-177.2
6784.2,-177.2
6799.9,-177.2
6815.5,-177.2
6831.2,-177.2
6847.0,-177.2
6862.8,-177.2
6878.6,-177.2
6894.5,-177.2
6910.3,-177.1
6926.3,-177.1
6942.2,-177.1
6958.2,-177.1
6974.3,-177.1
6990.4,-177.1
7006.5,-177.1
7022.6,-177.1
7038.8,-177.1
7055.0,-177.1
7071.3,-177.1
7087.6,-177.1
7104.0,-177.1
7120.3,-177.1
7136.7,-177.1
7153.2,-177.1
7169.7,-177.1
7186.2,-177.1
7202.8,-177.1
7219.4,-177.1
7236.0,-177.1
7252.7,-177.1
7269.4,-177.1
7286.2,-177.1
7303.0,-177.1
7319.8,-177.1
7336.7,-177.1
7353.6,-177.1
7370.6,-177.1
7387.5,-177.1
7404.6,-177.1
7421.6,-177.1
7438.8,-177.1
7455.9,-177.1
7473.1,-177.1
7490.3,-177.1
7507.6,-177.1
7524.9,-177.1
7542.2,-177.1
7559.6,-177.1
7577.0,-177.1
7594.5,-177.1
7612.0,-177.1
7629.6,-177.1
7647.2,-177.1
7664.8,-177.1
7682.5,-177.1
7700.2,-177.1
7717.9,-177.1
7735.7,-177.1
7753.5,-177.1
7771.4,-177.1
7789.3,-177.0
7807.3,-177.0
7825.3,-177.0
7843.3,-177.0
7861.4,-177.0
7879.5,-177.0
7897.7,-177.0
7915.9,-177.0
7934.1,-177.0
7952.4,-177.0
7970.8,-177.0
7989.1,-177.0
8007.6,-177.0
8026.0,-177.0
8044.5,-177.0
8063.1,-177.0
8081.6,-177.0
8100.3,-177.0
8119.0,-177.0
8137.7,-177.0
8156.4,-177.0
8175.2,-177.0
8194.1,-177.0
8213.0,-177.0
8231.9,-177.0
8250.9,-177.0
8269.9,-177.0
8289.0,-177.0
8308.1,-177.0
8327.2,-177.0
8346.4,-177.0
8365.7,-177.0
8384.9,-177.0
8404.3,-177.0
8423.6,-177.0
8443.1,-177.0
8462.5,-177.0
8482.0,-177.0
8501.6,-177.0
8521.2,-177.0
8540.8,-177.0
8560.5,-177.0
8580.3,-177.0
8600.0,-177.0
8619.9,-177.0
8639.7,-177.0
8659.6,-177.0
8679.6,-176.9
8699.6,-176.9
8719.7,-176.9
8739.8,-176.9
8759.9,-176.9
8780.1,-176.9
8800.4,-176.9
8820.6,-176.9
8841.0,-176.9
8861.4,-176.9
8881.8,-176.9
8902.3,-176.9
8922.8,-176.9
8943.3,-176.9
8964.0,-176.9
8984.6,-176.9
9005.3,-176.9
9026.1,-176.9
9046.9,-176.9
9067.8,-176.9
9088.7,-176.9
9109.6,-176.9
9130.6,-176.9
9151.7,-176.9
9172.8,-176.9
9193.9,-176.9
9215.1,-176.9
9236.3,-176.9
9257.6,-176.9
9279.0,-176.9
9300.4,-176.9
9321.8,-176.9
9343.3,-176.9
9364.8,-176.9
9386.4,-176.9
9408.1,-176.9
9429.7,-176.9
9451.5,-176.9
9473.3,-176.9
9495.1,-176.9
9517.0,-176.9
9538.9,-176.9
9560.9,-176.8
9583.0,-176.8
9605.1,-176.8
9627.2,-176.8
9649.4,-176.8
9671.6,-176.8
9693.9,-176.8
9716.3,-176.8
9738.7,-176.8
9761.1,-176.8
9783.6,-176.8
9806.2,-176.8
9828.8,-176.8
9851.4,-176.8
9874.2,-176.8
9896.9,-176.8
9919.7,-176.8
9942.6,-176.8
9965.5,-176.8
9988.5,-176.8
10011.5,-176.8
10034.6,-176.8
10057.7,-176.8
10080.9,-176.8
10104.2,-176.8
10127.4,-176.8
10150.8,-176.8
10174.2,-176.8
10197.6,-176.8
10221.2,-176.8
10244.7,-176.8
10268.3,-176.8
10292.0,-176.8
10315.7,-176.8
10339.5,-176.8
10363.3,-176.8
10387.2,-176.8
10411.2,-176.8
10435.2,-176.8
10459.2,-176.8
10483.3,-176.8
10507.5,-176.8
10531.7,-176.8
10556.0,-176.8
10580.3,-176.8
10604.7,-176.8
10629.2,-176.8
10653.7,-176.8
10678.2,-176.8
10702.9,-176.8
10727.5,-176.8
10752.3,-176.8
10777.1,-176.8
10801.9,-176.8
10826.8,-176.8
10851.8,-176.8
10876.8,-176.8
10901.8,-176.8
10927.0,-176.8
10952.2,-176.8
10977.4,-176.8
11002.7,-176.8
11028.1,-176.8
11053.5,-176.8
11079.0,-176.8
11104.5,-176.8
11130.1,-176.7
11155.8,-176.7
11181.5,-176.7
11207.3,-176.7
11233.1,-176.7
11259.0,-176.7
11285.0,-176.7
11311.0,-176.7
11337.0,-176.7
11363.2,-176.7
11389.4,-176.7
11415.6,-176.7
11441.9,-176.7
11468.3,-176.7
11494.8,-176.7
11521.3,-176.7
11547.8,-176.7
11574.4,-176.7
11601.1,-176.7
11627.9,-176.7
11654.7,-176.7
11681.5,-176.7
11708.5,-176.7
11735.5,-176.7
11762.5,-176.7
11789.6,-176.7
11816.8,-176.7
11844.0,-176.7
11871.3,-176.7
11898.7,-176.7
11926.1,-176.7
11953.6,-176.7
11981.2,-176.7
12008.8,-176.7
12036.5,-176.7
12064.2,-176.7
12092.1,-176.7
12119.9,-176.7
12147.9,-176.7
12175.9,-176.7
12203.9,-176.7
12232.1,-176.7
12260.3,-176.7
12288.5,-176.7
12316.9,-176.7
12345.3,-176.7
12373.7,-176.7
12402.2,-176.7
12430.8,-176.7
12459.5,-176.7
12488.2,-176.7
12517.0,-176.7
12545.8,-176.7
12574.8,-176.7
12603.8,-176.7
12632.8,-176.7
12661.9,-176.7
12691.1,-176.7
12720.4,-176.7
12749.7,-176.7
12779.1,-176.7
12808.6,-176.7
12838.1,-176.7
12867.7,-176.7
12897.3,-176.7
12927.1,-176.7
12956.9,-176.7
12986.7,-176.7
13016.7,-176.7
13046.7,-176.7
13076.8,-176.7
13106.9,-176.7
13137.1,-176.7
13167.4,-176.7
13197.8,-176.7
13228.2,-176.7
13258.7,-176.7
13289.2,-176.7
13319.9,-176.7
13350.6,-176.7
13381.4,-176.6
13412.2,-176.6
13443.1,-176.6
13474.1,-176.6
13505.2,-176.6
13536.3,-176.6
13567.5,-176.6
13598.8,-176.6
13630.1,-176.6
13661.6,-176.6
13693.0,-176.6
13724.6,-176.6
13756.2,-176.6
13788.0,-176.6
13819.7,-176.6
13851.6,-176.6
13883.5,-176.6
13915.5,-176.6
13947.6,-176.6
13979.8,-176.6
14012.0,-176.6
14044.3,-176.6
14076.7,-176.6
14109.1,-176.6
14141.6,-176.6
14174.2,-176.6
14206.9,-176.6
14239.7,-176.6
14272.5,-176.6
14305.4,-176.6
14338.4,-176.6
14371.4,-176.6
14404.6,-176.6
14437.8,-176.6
14471.0,-176.6
14504.4,-176.6
14537.8,-176.6
14571.4,-176.6
14604.9,-176.6
14638.6,-176.6
14672.4,-176.6
14706.2,-176.6
14740.1,-176.6
14774.1,-176.6
14808.1,-176.6
14842.3,-176.6
14876.5,-176.6
14910.8,-176.6
14945.1,-176.6
14979.6,-176.6
15014.1,-176.6
15048.7,-176.6
15083.4,-176.6
15118.2,-176.6
15153.0,-176.6
15188.0,-176.6
15223.0,-176.6
15258.1,-176.6
15293.3,-176.6
15328.5,-176.6
15363.8,-176.6
15399.3,-176.6
15434.8,-176.6
15470.3,-176.6
15506.0,-176.6
15541.8,-176.6
15577.6,-176.6
15613.5,-176.5
15649.5,-176.5
15685.6,-176.5
15721.7,-176.5
15758.0,-176.5
15794.3,-176.5
15830.7,-176.5
15867.2,-176.5
15903.8,-176.5
15940.4,-176.5
15977.2,-176.5
16014.0,-176.5
16050.9,-176.5
16087.9,-176.5
16125.0,-176.5
16162.2,-176.5
16199.4,-176.5
16236.8,-176.5
16274.2,-176.5
16311.7,-176.5
16349.3,-176.5
16387.0,-176.5
16424.8,-176.5
16462.7,-176.5
16500.6,-176.5
16538.6,-176.5
16576.8,-176.5
16615.0,-176.5
16653.3,-176.5
16691.7,-176.5
16730.2,-176.5
16768.7,-176.5
16807.4,-176.5
16846.1,-176.5
16885.0,-176.5
16923.9,-176.5
16962.9,-176.5
17002.0,-176.5
17041.2,-176.5
17080.5,-176.5
17119.9,-176.5
17159.3,-176.5
17198.9,-176.5
17238.5,-176.5
17278.3,-176.5
17318.1,-176.5
17358.0,-176.5
17398.0,-176.5
17438.1,-176.5
17478.3,-176.5
17518.6,-176.5
17559.0,-176.5
17599.5,-176.5
17640.1,-176.5
17680.7,-176.5
17721.5,-176.5
17762.3,-176.5
17803.3,-176.5
17844.3,-176.5
17885.5,-176.4
17926.7,-176.4
17968.0,-176.4
18009.4,-176.4
18050.9,-176.4
18092.6,-176.4
18134.3,-176.4
18176.1,-176.4
18218.0,-176.4
18260.0,-176.4
18302.1,-176.4
18344.3,-176.4
18386.5,-176.4
18428.9,-176.4
18471.4,-176.4
18514.0,-176.4
18556.7,-176.4
18599.4,-176.4
18642.3,-176.4
18685.3,-176.4
18728.4,-176.4
18771.5,-176.4
18814.8,-176.4
18858.2,-176.4
18901.7,-176.4
18945.2,-176.4
18988.9,-176.4
19032.7,-176.4
19076.6,-176.4
19120.5,-176.4
19164.6,-176.4
19208.8,-176.4
19253.1,-176.4
19297.5,-176.4
19341.9,-176.4
19386.5,-176.4
19431.2,-176.4
19476.0,-176.4
19520.9,-176.4
19565.9,-176.4
19611.0,-176.4
19656.2,-176.4
19701.5,-176.4
19746.9,-176.4
19792.5,-176.4
19838.1,-176.4
19883.8,-176.4
19929.7,-176.4
19975.6,-176.4
20021.7,-176.4
20067.8,-176.4
20114.1,-176.4
20160.4,-176.4
20206.9,-176.4
20253.5,-176.4
20300.2,-176.4
20347.0,-176.4
20393.9,-176.4
20440.9,-176.4
20488.0,-176.4
20535.3,-176.4
20582.6,-176.4
20630.0,-176.4
20677.6,-176.4
20725.3,-176.4
20773.0,-176.4
20820.9,-176.4
20868.9,-176.4
20917.0,-176.4
20965.2,-176.4
21013.6,-176.4
21062.0,-176.4
21110.6,-176.4
21159.2,-176.4
21208.0,-176.4
21256.9,-176.4
21305.9,-176.4
21355.0,-176.4
21404.2,-176.4
21453.6,-176.4
21503.0,-176.4
21552.6,-176.5
21602.3,-176.5
21652.1,-176.5
21702.0,-176.5
21752.0,-176.5
21802.2,-176.5
21852.4,-176.5
21902.8,-176.5
21953.3,-176.5
22003.9,-176.5
22054.6,-176.5
22105.5,-176.5
22156.4,-176.5
22207.5,-176.5
22258.7,-176.5
22310.0,-176.5
22361.5,-176.5
22413.0,-176.5
22464.7,-176.5
22516.5,-176.5
22568.4,-176.5
22620.4,-176.5
22672.5,-176.5
22724.8,-176.5
22777.2,-176.5
22829.7,-176.5
22882.3,-176.5
22935.1,-176.5
22987.9,-176.6
23040.9,-176.6
23094.0,-176.6
23147.3,-176.6
23200.6,-176.6
23254.1,-176.6
23307.7,-176.6
23361.5,-176.6
23415.3,-176.6
23469.3,-176.6
23523.4,-176.6
23577.6,-176.6
23632.0,-176.6
23686.5,-176.6
23741.1,-176.6
23795.8,-176.6
23850.6,-176.6
23905.6,-176.6
23960.7,-176.6
24016.0,-176.6
24071.3,-176.6
24126.8,-176.6
24182.4,-176.6
24238.2,-176.6
24294.1,-176.6
24350.1,-176.6
24406.2,-176.7
24462.5,-176.7
24518.8,-176.7
24575.4,-176.7
24632.0,-176.7
24688.8,-176.7
24745.7,-176.7
24802.8,-176.7
24859.9,-176.7
24917.2,-176.7
24974.7,-176.7
25032.3,-176.7
25090.0,-176.7
25147.8,-176.7
25205.8,-176.7
25263.9,-176.7
25322.1,-176.7
25380.5,-176.7
25439.0,-176.7
25497.6,-176.7
25556.4,-176.7
25615.3,-176.7
25674.4,-176.7
25733.6,-176.7
25792.9,-176.7
25852.3,-176.8
25911.9,-176.8
25971.7,-176.8
26031.5,-176.8
26091.6,-176.8
26151.7,-176.8
26212.0,-176.8
26272.4,-176.8
26333.0,-176.8
26393.7,-176.8
26454.5,-176.8
26515.5,-176.8
26576.6,-176.8
26637.9,-176.8
26699.3,-176.8
26760.9,-176.8
26822.5,-176.8
26884.4,-176.8
26946.4,-176.8
27008.5,-176.8
27070.7,-176.8
27133.1,-176.8
27195.7,-176.8
27258.4,-176.9
27321.2,-176.9
27384.2,-176.9
27447.3,-176.9
27510.6,-176.9
27574.0,-176.9
27637.6,-176.9
27701.3,-176.9
27765.1,-176.9
27829.2,-176.9
27893.3,-176.9
27957.6,-176.9
28022.1,-176.9
28086.7,-176.9
28151.4,-176.9
28216.3,-176.9
28281.3,-176.9
28346.5,-176.9
28411.9,-176.9
28477.4,-176.9
28543.0,-176.9
28608.8,-176.9
28674.8,-177.0
28740.9,-177.0
28807.1,-177.0
28873.5,-177.0
28940.1,-177.0
29006.8,-177.0
29073.7,-177.0
29140.7,-177.0
29207.9,-177.0
29275.2,-177.0
29342.7,-177.0
29410.3,-177.0
29478.1,-177.0
29546.1,-177.0
29614.2,-177.0
29682.5,-177.0
29750.9,-177.0
29819.5,-177.0
29888.2,-177.0
29957.1,-177.0
30026.2,-177.0
30095.4,-177.0
30164.8,-177.1
30234.3,-177.1
30304.0,-177.1
30373.9,-177.1
30443.9,-177.1
30514.1,-177.1
30584.4,-177.1
30654.9,-177.1
30725.6,-177.1
30796.4,-177.1
30867.4,-177.1
30938.6,-177.1
31009.9,-177.1
31081.4,-177.1
31153.0,-177.1
31224.8,-177.1
31296.8,-177.1
31369.0,-177.1
31441.3,-177.1
31513.7,-177.1
31586.4,-177.1
31659.2,-177.1
31732.2,-177.1
31805.3,-177.1
31878.7,-177.1
31952.1,-177.1
32025.8,-177.1
32099.6,-177.1
32173.6,-177.1
32247.8,-177.1
32322.1,-177.1
32396.6,-177.1
32471.3,-177.1
32546.2,-177.1
32621.2,-177.1
32696.4,-177.1
32771.8,-177.1
32847.3,-177.1
32923.0,-177.1
32998.9,-177.1
33075.0,-177.1
33151.3,-177.1
33227.7,-177.1
33304.3,-177.1
33381.1,-177.1
33458.0,-177.1
33535.1,-177.2
33612.4,-177.2
33689.9,-177.2
33767.6,-177.2
33845.4,-177.2
33923.4,-177.2
34001.7,-177.2
34080.0,-177.2
34158.6,-177.2
34237.3,-177.2
34316.3,-177.2
34395.4,-177.2
34474.7,-177.2
34554.1,-177.2
34633.8,-177.2
34713.6,-177.2
34793.7,-177.2
34873.9,-177.2
34954.3,-177.2
35034.8,-177.2
35115.6,-177.2
35196.5,-177.2
35277.7,-177.2
35359.0,-177.2
35440.5,-177.2
35522.2,-177.2
35604.1,-177.2
35686.2,-177.2
35768.4,-177.2
35850.9,-177.2
35933.5,-177.2
36016.4,-177.2
36099.4,-177.2
36182.6,-177.2
36266.0,-177.2
36349.6,-177.2
36433.4,-177.2
36517.4,-177.2
36601.6,-177.2
36686.0,-177.2
36770.5,-177.2
36855.3,-177.3
36940.3,-177.3
37025.4,-177.3
37110.8,-177.3
37196.3,-177.3
37282.1,-177.3
37368.0,-177.3
37454.2,-177.3
37540.5,-177.3
37627.0,-177.3
37713.8,-177.3
37800.7,-177.3
37887.9,-177.3
37975.2,-177.3
38062.7,-177.3
38150.5,-177.3
38238.4,-177.3
38326.6,-177.3
38414.9,-177.3
38503.5,-177.3
38592.2,-177.3
38681.2,-177.3
38770.4,-177.3
38859.7,-177.3
38949.3,-177.3
39039.1,-177.3
39129.1,-177.3
39219.3,-177.3
39309.7,-177.3
39400.3,-177.3
39491.2,-177.3
39582.2,-177.3
39673.5,-177.3
39764.9,-177.3
39856.6,-177.3
39948.5,-177.3
40040.5,-177.3
40132.8,-177.3
40225.4,-177.3
40318.1,-177.3
40411.0,-177.3
40504.2,-177.3
40597.6,-177.3
40691.2,-177.3
40785.0,-177.3
40879.0,-177.3
40973.2,-177.3
41067.7,-177.3
41162.3,-177.3
41257.2,-177.3
41352.3,-177.3
41447.7,-177.3
41543.2,-177.3
41639.0,-177.3
41735.0,-177.3
41831.2,-177.3
41927.6,-177.3
42024.3,-177.3
42121.1,-177.3
42218.2,-177.3
42315.6,-177.3
42413.1,-177.3
42510.9,-177.3
42608.9,-177.3
42707.1,-177.3
42805.5,-177.3
42904.2,-177.3
43003.1,-177.3
43102.3,-177.3
43201.6,-177.3
43301.2,-177.3
43401.0,-177.3
43501.1,-177.3
43601.4,-177.3
43701.9,-177.3
43802.6,-177.3
43903.6,-177.3
44004.8,-177.3
44106.2,-177.3
44207.9,-177.3
44309.8,-177.3
44412.0,-177.3
44514.3,-177.3
44617.0,-177.3
44719.8,-177.3
44822.9,-177.3
44926.2,-177.3
45029.8,-177.3
45133.6,-177.3
45237.6,-177.3
45341.9,-177.3
45446.5,-177.3
45551.2,-177.3
45656.2,-177.3
45761.5,-177.3
45867.0,-177.3
45972.7,-177.3
46078.7,-177.3
46184.9,-177.3
46291.4,-177.3
46398.1,-177.3
46505.0,-177.3
46612.2,-177.3
46719.7,-177.3
46827.4,-177.3
46935.3,-177.3
47043.5,-177.3
47152.0,-177.3
47260.7,-177.3
47369.6,-177.3
47478.8,-177.3
47588.3,-177.3
47698.0,-177.3
47807.9,-177.3
47918.1,-177.3
48028.6,-177.3
48139.3,-177.3
48250.3,-177.3
48361.5,-177.3
48473.0,-177.3
48584.8,-177.3
48696.8,-177.3
48809.0,-177.3
48921.5,-177.3
49034.3,-177.3
49147.3,-177.3
49260.6,-177.3
49374.2,-177.3
49488.0,-177.3
49602.1,-177.3
49716.4,-177.3
49831.0,-177.3
49945.9,-177.3
50061.1,-177.3
50176.5,-177.3
50292.1,-177.3
50408.1,-177.3
50524.3,-177.3
50640.7,-177.3
50757.5,-177.3
50874.5,-177.4
50991.8,-177.4
51109.3,-177.4
51227.1,-177.4
51345.2,-177.4
51463.6,-177.4
51582.2,-177.4
51701.1,-177.4
51820.3,-177.4
51939.8,-177.4
52059.5,-177.4
52179.5,-177.4
52299.8,-177.5
52420.4,-177.5
52541.2,-177.5
52662.3,-177.5
52783.7,-177.5
52905.4,-177.5
53027.4,-177.5
53149.6,-177.5
53272.1,-177.5
53394.9,-177.5
53518.0,-177.5
53641.4,-177.6
53765.0,-177.6
53889.0,-177.6
54013.2,-177.6
54137.7,-177.6
54262.5,-177.6
54387.6,-177.6
54513.0,-177.6
54638.7,-177.6
54764.6,-177.6
54890.9,-177.7
55017.4,-177.7
55144.2,-177.7
55271.3,-177.7
55398.8,-177.7
55526.5,-177.7
55654.5,-177.7
55782.8,-177.7
55911.4,-177.7
56040.2,-177.7
56169.4,-177.7
56298.9,-177.8
56428.7,-177.8
56558.8,-177.8
56689.2,-177.8
56819.8,-177.8
56950.8,-177.8
57082.1,-177.8
57213.7,-177.8
57345.6,-177.8
57477.8,-177.8
57610.3,-177.9
57743.1,-177.9
57876.2,-177.9
58009.6,-177.9
58143.3,-177.9
58277.4,-177.9
58411.7,-177.9
58546.4,-177.9
58681.3,-177.9
58816.6,-177.9
58952.2,-178.0
59088.1,-178.0
59224.3,-178.0
59360.8,-178.0
59497.7,-178.0
59634.8,-178.0
59772.3,-178.0
59910.1,-178.0
60048.2,-178.0
60186.6,-178.0
60325.4,-178.0
60464.4,-178.0
60603.8,-178.0
60743.5,-178.0
60883.6,-178.0
61023.9,-178.0
61164.6,-178.0
61305.6,-178.0
61446.9,-178.0
61588.6,-178.0
61730.5,-178.0
61872.8,-178.0
62015.5,-178.0
62158.4,-178.0
62301.7,-178.0
62445.3,-178.0
62589.3,-178.0
62733.6,-178.0
62878.2,-178.0
63023.1,-178.0
63168.4,-178.0
63314.0,-178.0
63460.0,-178.0
63606.3,-178.0
63752.9,-178.0
63899.9,-178.0
64047.2,-178.0
64194.8,-178.0
64342.8,-178.0
64491.1,-178.0
64639.8,-178.0
64788.8,-178.0
64938.2,-178.0
65087.9,-178.0
65237.9,-178.0
65388.3,-178.0
65539.0,-178.0
65690.1,-178.0
65841.5,-178.0
65993.3,-178.0
66145.5,-178.0
66297.9,-178.0
66450.8,-178.0
66604.0,-178.0
66757.5,-178.0
66911.4,-178.0
67065.6,-178.0
67220.2,-178.0
67375.2,-178.0
67530.5,-178.0
67686.2,-178.0
67842.2,-178.0
67998.6,-178.0
68155.4,-178.0
68312.5,-178.0
68469.9,-178.0
68627.8,-178.0
68786.0,-178.0
68944.6,-178.0
69103.5,-178.0
69262.8,-178.0
69422.5,-178.0
69582.5,-178.0
69742.9,-178.0
69903.7,-178.0
70064.8,-178.0
70226.3,-178.0
70388.2,-178.0
70550.5,-178.0
70713.1,-178.0
70876.1,-178.0
71039.5,-178.0
71203.3,-178.0
71367.4,-178.0
71531.9,-178.0
71696.8,-178.1
71862.1,-178.1
72027.8,-178.1
72193.8,-178.1
72360.2,-178.1
72527.0,-178.1
72694.2,-178.1
72861.8,-178.1
73029.8,-178.1
73198.1,-178.1
73366.9,-178.1
73536.0,-178.1
73705.5,-178.1
73875.4,-178.1
74045.7,-178.1
74216.4,-178.2
74387.5,-178.2
74559.0,-178.2
74730.9,-178.2
74903.1,-178.2
75075.8,-178.2
75248.9,-178.2
75422.3,-178.2
75596.2,-178.2
75770.5,-178.2
75945.1,-178.2
76120.2,-178.2
76295.7,-178.2
76471.6,-178.2
76647.9,-178.3
76824.5,-178.3
77001.6,-178.3
77179.2,-178.3
77357.1,-178.3
77535.4,-178.3
77714.1,-178.3
77893.3,-178.3
78072.8,-178.3
78252.8,-178.3
78433.2,-178.3
78614.0,-178.3
78795.2,-178.3
78976.9,-178.3
79158.9,-178.4
79341.4,-178.4
79524.3,-178.4
79707.6,-178.4
79891.4,-178.4
80075.6,-178.4
80260.2,-178.4
80445.2,-178.4
80630.6,-178.4
80816.5,-178.4
81002.8,-178.4
81189.5,-178.4
81376.7,-178.4
81564.3,-178.5
81752.3,-178.5
81940.8,-178.5
82129.7,-178.5
82319.0,-178.5
82508.7,-178.5
82699.0,-178.5
82889.6,-178.5
83080.7,-178.5
83272.2,-178.5
83464.2,-178.5
83656.6,-178.5
83849.4,-178.6
84042.7,-178.6
84236.4,-178.6
84430.6,-178.6
84625.3,-178.6
84820.3,-178.6
85015.9,-178.6
85211.9,-178.6
85408.3,-178.6
85605.2,-178.6
85802.5,-178.6
86000.3,-178.7
86198.6,-178.7
86397.3,-178.7
86596.4,-178.7
86796.1,-178.7
86996.1,-178.7
87196.7,-178.7
87397.7,-178.7
87599.2,-178.7
87801.1,-178.7
88003.5,-178.7
88206.4,-178.8
88409.7,-178.8
88613.5,-178.8
88817.8,-178.8
89022.5,-178.8
89227.8,-178.8
89433.5,-178.8
89639.6,-178.8
89846.3,-178.8
90053.4,-178.8
90261.0,-178.8
90469.0,-178.9
90677.6,-178.9
90886.6,-178.9
91096.1,-178.9
91306.1,-179.0
91516.6,-179.0
91727.6,-179.0
91939.0,-179.1
92151.0,-179.1
92363.4,-179.1
92576.3,-179.2
92789.7,-179.2
93003.7,-179.2
93218.0,-179.2
93432.9,-179.3
93648.3,-179.3
93864.2,-179.3
94080.6,-179.4
94297.5,-179.4
94514.8,-179.4
94732.7,-179.5
94951.1,-179.5
95170.0,-179.5
95389.4,-179.5
95609.3,-179.6
95829.7,-179.6
96050.6,-179.6
96272.0,-179.7
96493.9,-179.7
96716.4,-179.7
96939.3,-179.8
97162.8,-179.8
97386.8,-179.8
97611.3,-179.9
97836.3,-179.9
98061.8,-179.9
98287.9,-180.0
98514.5,-180.0
98741.6,-180.0
98969.2,-180.0
99197.3,-180.1
99426.0,-180.1
99655.2,-180.1
99884.9,-180.2
100115.2,-180.2
100346.0,-180.2
100577.3,-180.3
100809.2,-180.3
101041.6,-180.3
101274.5,-180.3
101507.9,-180.3
101741.9,-180.3
101976.5,-180.3
102211.6,-180.3
102447.2,-180.3
102683.3,-180.3
102920.1,-180.3
103157.3,-180.3
103395.1,-180.3
103633.5,-180.3
103872.4,-180.3
104111.8,-180.3
104351.8,-180.3
104592.4,-180.4
104833.5,-180.4
105075.1,-180.4
105317.4,-180.4
105560.2,-180.4
105803.5,-180.4
106047.4,-180.4
106291.9,-180.4
106536.9,-180.4
106782.5,-180.4
107028.6,-180.4
107275.4,-180.4
107522.7,-180.4
107770.5,-180.4
108019.0,-180.4
108268.0,-180.4
108517.6,-180.5
108767.7,-180.5
109018.4,-180.5
109269.8,-180.5
109521.7,-180.5
109774.1,-180.5
110027.2,-180.5
110280.8,-180.5
110535.0,-180.5
110789.9,-180.5
111045.3,-180.5
111301.2,-180.4
111557.8,-180.4
111815.0,-180.4
112072.7,-180.4
112331.1,-180.4
112590.0,-180.4
112849.6,-180.4
113109.7,-180.3
113370.5,-180.3
113631.8,-180.3
113893.8,-180.3
114156.3,-180.3
114419.5,-180.3
114683.3,-180.2
114947.6,-180.2
115212.6,-180.2
115478.2,-180.2
115744.4,-180.2
116011.2,-180.2
116278.7,-180.2
116546.7,-180.1
116815.4,-180.1
117084.7,-180.1
117354.6,-180.1
117625.1,-180.1
117896.3,-180.1
118168.0,-180.0
118440.4,-180.0
118713.5,-180.0
118987.1,-180.0
119261.4,-180.0
119536.4,-180.0
